,start_window,tweet_ids,n_tweets
40,2020-06-03 17:20:06,"[1268200813010313216, 1268200842873712641, 1268200845839151105, 1268200925711253507, 1268200938579415046, 1268200949224542210, 1268200954203115521, 1268200974692372482, 1268200979129946114, 1268200979209601036, 1268201039733362689, 1268201069445775362, 1268201129642426372, 1268201167558971396, 1268201215365648384, 1268201221418037248, 1268201224958095360, 1268201238383996928, 1268201244927168514, 1268201248769150981, 1268201267886686211, 1268201287520333824, 1268201291207106561, 1268201294558384128, 1268201299587280897, 1268201370219249664, 1268201375307005954, 1268201424493645827, 1268201464096264192, 1268201475097927680, 1268201509021454338, 1268201534652809216, 1268201549160837121, 1268201581809487873, 1268201607394734080, 1268201617821753347, 1268201659785609216, 1268201667855634432, 1268201669449388037, 1268201823002902533, 1268201846902075395, 1268201857945604099, 1268201867634446337, 1268201868615966720, 1268201884164243457, 1268201923875872768, 1268201944016969731, 1268201954163011586, 1268201984336842752]",49
41,2020-06-03 17:25:06,"[1268202060576624643, 1268202060828356610, 1268202071628623874, 1268202077387448320, 1268202123789062144, 1268202146941542402, 1268202191308947457, 1268202196354678788, 1268202208975339520, 1268202214574743555, 1268202244429807616, 1268202249047756806, 1268202249647542274, 1268202279351566339, 1268202299123470339, 1268202345407680518, 1268202359341096966, 1268202366328864768, 1268202368052707328, 1268202378588758016, 1268202390550974464, 1268202404870270976, 1268202437254537217, 1268202492036362240, 1268202497837019138, 1268202557647785985, 1268202589876871172, 1268202622055518208, 1268202632641949697, 1268202663008665600, 1268202667903463426, 1268202754230624259, 1268202795133534208, 1268202813634613248, 1268202818562818055, 1268202864482103298, 1268202875454459906, 1268202880139485185, 1268202902339936268, 1268202927556100097, 1268202931259609088, 1268202937676947458, 1268202951241273345, 1268203005712699392, 1268203024624779265, 1268203073371082760, 1268203092182532096, 1268203131827040263, 1268203138986717187, 1268203152106496000, 1268203169827508224, 1268203202727546880, 1268203225695629315, 1268203258834804737, 1268203259287801857, 1268203307811700737, 1268203308377944070, 1268203310072369152]",58
42,2020-06-03 17:30:06,"[1268203312832229376, 1268203315495665665, 1268203373343408140, 1268203381350416388, 1268203404213575682, 1268203406126129152, 1268203421808627712, 1268203468008890368, 1268203475361566720, 1268203489458561034, 1268203530596364289, 1268203560258371585, 1268203682568572930, 1268203748976926722, 1268203767117250560, 1268203806392758272, 1268203950588780544, 1268203974982873088, 1268204006708576257, 1268204015390769152, 1268204045380059138, 1268204053764485127, 1268204081392365569, 1268204137763803142, 1268204166889046017, 1268204173864173577, 1268204241199431682, 1268204247662895104, 1268204254549946375, 1268204256676458498, 1268204281527709697, 1268204314260115457, 1268204349026701312, 1268204351862059009, 1268204407746891778, 1268204444988198914, 1268204451019608064, 1268204457109655565, 1268204479612141568, 1268204494527004672, 1268204510893178881, 1268204521098002435, 1268204559656239116, 1268204563317821440]",44
43,2020-06-03 17:35:06,"[1268204602412929024, 1268204641579413508, 1268204645815549966, 1268204679038676994, 1268204721904508931, 1268204736211234816, 1268204762970886163, 1268204790376468481, 1268204834156695560, 1268204841391792129, 1268204862858244096, 1268204892457484288, 1268204933540651008, 1268204936082395136, 1268204947641958400, 1268204981125107714, 1268204989974970368, 1268205015291830274, 1268205062314172416, 1268205079804489728, 1268205097705631744, 1268205154463031298, 1268205215628525568, 1268205225279709184, 1268205250265169922, 1268205285694418944, 1268205291268603908, 1268205297480458242, 1268205309786566658, 1268205322537185284, 1268205366564790273, 1268205370645852171, 1268205379877507072, 1268205390392688640, 1268205404191813632, 1268205416539983872, 1268205432713236480, 1268205472269717505, 1268205478150123520, 1268205498001772548, 1268205498349899778, 1268205518260260864, 1268205528020377600, 1268205558236164097, 1268205566012329990, 1268205575801835520, 1268205578863538177, 1268205584014364673, 1268205585499074560, 1268205599604518914, 1268205601479364609, 1268205606428704768, 1268205658555416579, 1268205676561604613, 1268205682790150146, 1268205684878905344, 1268205696400723969, 1268205699231895555, 1268205717254803461, 1268205748418478081, 1268205788620865539, 1268205797248569350]",62
44,2020-06-03 17:40:06,"[1268205858313441281, 1268205964575924224, 1268205974319280128, 1268206010973458434, 1268206028979568641, 1268206047988199425, 1268206049896652800, 1268206065386164224, 1268206108080058372, 1268206193895489537, 1268206197011812354, 1268206229328969730, 1268206262724038659, 1268206285096398849, 1268206297108922374, 1268206300225253376, 1268206302888591361, 1268206358152851456, 1268206372904210436, 1268206439232933889, 1268206460774866944, 1268206477287854082, 1268206508279566339, 1268206529104285704, 1268206555524194306, 1268206681110036480, 1268206731487850496, 1268206762991255552, 1268206769807003649, 1268206814501445632, 1268206814556033025, 1268206829126987778, 1268206848521449473, 1268206862220111872, 1268206884273651713, 1268206918402805762, 1268206936517947392, 1268206944080334854, 1268206953672695810, 1268206984974737410, 1268206986589601792, 1268206998140715009, 1268207010123784194, 1268207024774557696, 1268207052150779905, 1268207057464889346, 1268207074091114497, 1268207079925469185]",48
45,2020-06-03 17:45:06,"[1268207090973265925, 1268207098355220481, 1268207104466321414, 1268207124783550470, 1268207142923898880, 1268207148816904193, 1268207161164926976, 1268207163853455361, 1268207168395845633, 1268207173634600961, 1268207214222811136, 1268207236159025154, 1268207255935123456, 1268207264852312065, 1268207283827363843, 1268207299635695616, 1268207329079631876, 1268207371979022344, 1268207379084120065, 1268207410533076993, 1268207428820180998, 1268207455177043969, 1268207470482202627, 1268207491374034945, 1268207506909691905, 1268207511229825027, 1268207533346480130, 1268207537712762881, 1268207537947631616, 1268207547934289928, 1268207589352976388, 1268207604200869889, 1268207614338519040, 1268207672542846976, 1268207675046838273, 1268207683951366146, 1268207778256105472, 1268207781343100932, 1268207783972831232, 1268207788779548672, 1268207841078390785, 1268207853023592448, 1268207856999956482, 1268207862972657664, 1268207879741411331, 1268207894962548737, 1268207929271910400, 1268207942110765064, 1268207960947339264, 1268208001598586886, 1268208009659940871, 1268208012172328961, 1268208069428813827, 1268208071362387971, 1268208090765234178, 1268208138236428290, 1268208142078431232, 1268208151775588355, 1268208173804027904, 1268208217802387457, 1268208237163184129, 1268208286115008513, 1268208294851723264, 1268208301474557952, 1268208317459050499, 1268208324673245185, 1268208331811950592]",67
46,2020-06-03 17:50:06,"[1268208351332237316, 1268208359469178886, 1268208362132471811, 1268208389483646976, 1268208405015146498, 1268208422262116355, 1268208435180470273, 1268208454684082179, 1268208456647016448, 1268208479174524930, 1268208483633106944, 1268208486787289090, 1268208501807079429, 1268208507666550786, 1268208517074366467, 1268208533159493636, 1268208536602972163, 1268208554919571456, 1268208574158835717, 1268208578692816901, 1268208600117370882, 1268208607759413250, 1268208626696630274, 1268208635190095872, 1268208654672711680, 1268208667658248192, 1268208707533496321, 1268208708066172930, 1268208712763801601, 1268208713837535233, 1268208718761558018, 1268208729973030919, 1268208736826466305, 1268208786445086721, 1268208791704780802, 1268208816958685186, 1268208827889070080, 1268208849858760704, 1268208856284397583, 1268208857815437312, 1268208863154667526, 1268208870985433089, 1268208888152764417, 1268208907933159425, 1268208911020154884, 1268208913964568579, 1268208917143748608, 1268208926107078656, 1268208927335907337, 1268208939046522881, 1268208972454035457, 1268208983531311110, 1268208997317910529, 1268209003949105152, 1268209007325515776, 1268209009204629505, 1268209029723164673, 1268209030113214464, 1268209033456103433, 1268209063533445121, 1268209099679858693, 1268209107829432322, 1268209116088020993, 1268209125344841733, 1268209130088660999, 1268209137621630981, 1268209144957468676, 1268209157011841030, 1268209169712189440, 1268209191250014208, 1268209206576001026, 1268209222447235074, 1268209230001180672, 1268209248611241989, 1268209254449786880, 1268209269784150016, 1268209271319269376, 1268209273865199616, 1268209310875688960, 1268209321659322371, 1268209358112010247, 1268209376797626373, 1268209379913994241, 1268209416983191558, 1268209464873713673, 1268209466765381634, 1268209473409212417, 1268209480983908354, 1268209500441530368, 1268209552396357633, 1268209577956278276, 1268209599515111425]",92
47,2020-06-03 17:55:06,"[1268209606049832962, 1268209618750189570, 1268209619371012096, 1268209658835148800, 1268209689663340544, 1268209718264311808, 1268209728901054464, 1268209738426310656, 1268209741425266689, 1268209745627922432, 1268209747666309123, 1268209767450902535, 1268209774073655300, 1268209775747239936, 1268209809037410309, 1268209837973831682, 1268209845301362691, 1268209847243325440, 1268209855288029185, 1268209858874159104, 1268209865534713857, 1268209884648046592, 1268209892680228864, 1268209896551571457, 1268209900666212354, 1268209932761006080, 1268209956035182592, 1268209956362354688, 1268209962645434369, 1268209966168539142, 1268209973953286148, 1268209975656136709, 1268210001069453312, 1268210001371435008, 1268210007167897600, 1268210010816946176, 1268210038507802624, 1268210040915312652, 1268210067683397632, 1268210071638618112, 1268210086289248261, 1268210086968786950, 1268210087681830913, 1268210131403255808, 1268210148247515137, 1268210161321213953, 1268210176169033728, 1268210210340065280, 1268210243420463105, 1268210250034929664, 1268210253281271810, 1268210260269060096, 1268210260822691848, 1268210263213445136, 1268210275024584706, 1268210276383494148, 1268210293311750145, 1268210294502961153, 1268210333904179206, 1268210351360872453, 1268210357966905345, 1268210367752175617, 1268210374370885633, 1268210379106197504, 1268210399477936135, 1268210400660803587, 1268210457493585920, 1268210465903165440, 1268210476703535105, 1268210481803689986, 1268210508785766402, 1268210509318365185, 1268210534899494919, 1268210536321335306, 1268210539043356673, 1268210555468361728, 1268210557598957570, 1268210585071685632, 1268210598598279169, 1268210706278756354, 1268210716886122503, 1268210722896515073, 1268210741447995392, 1268210753481383936, 1268210758040592390, 1268210764923523073, 1268210781159591937, 1268210793385951242, 1268210795160186888, 1268210800759582721, 1268210811006320643, 1268210815653556225, 1268210819155857412, 1268210824331624449, 1268210824394543115, 1268210826638311424, 1268210829415112707, 1268210849535201285, 1268210858750095360, 1268210860352253954]",100
48,2020-06-03 18:00:06,"[1268210865003810818, 1268210885455163395, 1268210886440779787, 1268210907399827456, 1268210948579504131, 1268210951456804864, 1268210968921698305, 1268210976748380164, 1268210980573589505, 1268210987984998400, 1268211012123136002, 1268211015159705601, 1268211032721199106, 1268211046873018368, 1268211060437389314, 1268211069421588480, 1268211104343261184, 1268211109032574976, 1268211109514928134, 1268211117244981257, 1268211125587501056, 1268211132206059522, 1268211135095996416, 1268211137755189248, 1268211220386942976, 1268211221272166401, 1268211225600708613, 1268211298438873088, 1268211314419261444, 1268211344588890113, 1268211356202938368, 1268211364394340355, 1268211367376564227, 1268211377765826561, 1268211379275804675, 1268211388050219015, 1268211394878607360, 1268211465804283912, 1268211473341440002, 1268211500210151424, 1268211513644417025, 1268211528970403844, 1268211554048258048, 1268211582338830338, 1268211609371119617, 1268211614832082959, 1268211618980270080, 1268211690421829634, 1268211697753481217, 1268211699938705408, 1268211711208763393, 1268211741508460546, 1268211743412703235, 1268211743437750272, 1268211760902942725, 1268211768867913731, 1268211792699895808, 1268211797770862593, 1268211805970669571, 1268211819996422144, 1268211837146931202, 1268211844738662402, 1268211903366643712, 1268211906633961472, 1268211924946255880, 1268211965333291008, 1268211985868562435, 1268212007569960961, 1268212013756567552, 1268212018332516354, 1268212029753606145, 1268212052805500928, 1268212054516736001, 1268212060510466050, 1268212071801462784, 1268212078818603008, 1268212079992897536, 1268212112851116032]",78
49,2020-06-03 18:05:06,"[1268212131872354309, 1268212141011750916, 1268212165086937088, 1268212172716494850, 1268212189405548546, 1268212196015845376, 1268212205532692480, 1268212222230245376, 1268212223010365442, 1268212229691920386, 1268212232762130434, 1268212270460473346, 1268212276215021572, 1268212278828183560, 1268212280510033920, 1268212292023451649, 1268212316019077121, 1268212321316462594, 1268212369265737729, 1268212369962012674, 1268212419530305537, 1268212419844878337, 1268212422466306048, 1268212445270675457, 1268212450249277440, 1268212467932499979, 1268212474999865344, 1268212476803416066, 1268212489411604487, 1268212493970804738, 1268212502141325318, 1268212503818928128, 1268212551919206406, 1268212559439634432, 1268212570206470145, 1268212575457640449, 1268212592360726528, 1268212594764111872, 1268212599814074370, 1268212605782392834, 1268212626502410248, 1268212638263148547, 1268212640561729536, 1268212642444869633, 1268212644902830093, 1268212651747880964, 1268212655346548737, 1268212668084752386, 1268212670790021122, 1268212672996282369, 1268212680361459712, 1268212704482902024, 1268212712653443081, 1268212712984674307, 1268212718257004547, 1268212736690999296, 1268212752050540544, 1268212758614609921, 1268212777115619329, 1268212810686894083, 1268212825601855493, 1268212828340699137, 1268212836653772800, 1268212874020864001, 1268212893167820801, 1268212911371100161, 1268212927959576579, 1268212937820442624, 1268212948054478849, 1268212957592371200, 1268212968371695618, 1268212971039330304, 1268213003670953984, 1268213006166626311, 1268213040480161795, 1268213040832548866, 1268213041096785921, 1268213053671292929, 1268213070872162304, 1268213070930890754, 1268213076840656898, 1268213087087271941, 1268213097258536967, 1268213101750599681, 1268213102358781952, 1268213110378303489, 1268213115080118276, 1268213138681409538, 1268213167991205890, 1268213179785654272, 1268213201352744960, 1268213202065784833, 1268213202866798594, 1268213218289299461, 1268213225004380166, 1268213229542682625, 1268213246974197765, 1268213252036726790, 1268213261859782656, 1268213261989826560, 1268213265903112195, 1268213273914195973, 1268213278255316998, 1268213282965520386, 1268213312174645248, 1268213320395509762, 1268213334047850497, 1268213337793482757, 1268213346324615169, 1268213347977224192, 1268213361088565252, 1268213362640519169, 1268213376586481665]",113
50,2020-06-03 18:10:06,"[1268213385407139841, 1268213391132372993, 1268213395238653954, 1268213417749499914, 1268213423587852291, 1268213459948376066, 1268213462393655297, 1268213481540587521, 1268213489916665857, 1268213490096930817, 1268213492542251008, 1268213499823620096, 1268213503598497792, 1268213507562094592, 1268213513580957697, 1268213515564855297, 1268213531238948864, 1268213576671604741, 1268213585576112134, 1268213594723885057, 1268213607659180038, 1268213615225647118, 1268213624092463105, 1268213634058027011, 1268213646213156864, 1268213663267250176, 1268213663711854592, 1268213670280077313, 1268213672758915078, 1268213674369564673, 1268213675799740419, 1268213680958844928, 1268213682296836096, 1268213708238589955, 1268213716560076801, 1268213720196530176, 1268213723933655049, 1268213725573545990, 1268213738320080896, 1268213745911726080, 1268213759862018054, 1268213766405214208, 1268213772629479427, 1268213784008634368, 1268213790081978368, 1268213799456210944, 1268213816388657153, 1268213817261121538, 1268213822705168389, 1268213841827106816, 1268213842330497026, 1268213849561448450, 1268213877411663874, 1268213891257032704, 1268213894427873282, 1268213918331174913, 1268213932742844420, 1268213938279325697, 1268213946999332866, 1268213954830090243, 1268213956180619266, 1268213961188663297, 1268213962392428545, 1268213965970161665, 1268213975856152577, 1268213980398604288, 1268213997930606593, 1268213998757056512, 1268214001609170945, 1268214010429784064, 1268214014640902144, 1268214016272404480, 1268214042772090881, 1268214043002769409, 1268214044365914115, 1268214046232391689, 1268214048677597193, 1268214053211713537, 1268214060383899648, 1268214068717985792, 1268214095150485504, 1268214126091829248, 1268214127484375041, 1268214136640602113, 1268214148455858182, 1268214152398602240, 1268214164838850561, 1268214167225466880, 1268214167426736129, 1268214168429252615, 1268214168483700738, 1268214168576024577, 1268214172157968385, 1268214172514488321, 1268214178856255488, 1268214191040667650, 1268214193137819650, 1268214200578584576, 1268214204076605442, 1268214227732496386, 1268214234803994624, 1268214246225121280, 1268214246418112517, 1268214259722444801, 1268214268807217152, 1268214276843606016, 1268214279435624449, 1268214283751624705, 1268214283797762049, 1268214287434158080, 1268214291636924418, 1268214292727431171, 1268214316819505152, 1268214320011362304, 1268214320904769541, 1268214322792140800, 1268214324583108608, 1268214324683837440, 1268214324792868864, 1268214324981612548, 1268214325707255808, 1268214330237038594, 1268214335127654401, 1268214337694502914, 1268214348419411973, 1268214352131260416, 1268214355658670081, 1268214360989712384, 1268214364651356161, 1268214366610087937, 1268214382376476672, 1268214387426418688, 1268214393751420928, 1268214399539580928, 1268214401166979074, 1268214401552863233, 1268214405696798722, 1268214407257100290, 1268214408565739523, 1268214412810301440, 1268214413481390080, 1268214426655694848, 1268214427574296577, 1268214442304602112, 1268214446264135681, 1268214453797093386, 1268214466803630083, 1268214473485103107, 1268214482993627140, 1268214488186204160, 1268214506628530177, 1268214512978735108, 1268214515621126144, 1268214516942286854, 1268214520981446656, 1268214533618835457, 1268214542263365637, 1268214547128647684, 1268214590682300418, 1268214592699858944, 1268214595505795074, 1268214596281815043, 1268214596319543303, 1268214619925069826, 1268214630737985536, 1268214633548128261]",166
51,2020-06-03 18:15:06,"[1268214637222408194, 1268214638023507968, 1268214642230378496, 1268214656797196290, 1268214657774428160, 1268214659888357376, 1268214669065555975, 1268214670084714497, 1268214675327590400, 1268214678943137793, 1268214682847977472, 1268214696043307009, 1268214700384419840, 1268214702359941131, 1268214718667337731, 1268214725386649600, 1268214727546732545, 1268214763802296323, 1268214773889536000, 1268214774216654849, 1268214784295657472, 1268214786543714305, 1268214792088666112, 1268214808417120260, 1268214813156675585, 1268214814821822465, 1268214821239115778, 1268214830026100738, 1268214844467093504, 1268214848208453633, 1268214855556833280, 1268214855665946628, 1268214871906226176, 1268214874649382912, 1268214878948425728, 1268214890411499520, 1268214892949110787, 1268214898196131842, 1268214901471879168, 1268214916349136897, 1268214927422042119, 1268214937987485706, 1268214948506873856, 1268214948766928896, 1268214955322605570, 1268214957352660994, 1268214959651119106, 1268214972489875458, 1268214980412833800, 1268214992488333313, 1268214995017441280, 1268214996338696198, 1268215000038064128, 1268215003003457536, 1268215004278464512, 1268215005410885632, 1268215012772007936, 1268215021198327810, 1268215021621981187, 1268215045697273856, 1268215054106865664, 1268215058414305283, 1268215061677576194, 1268215084712673282, 1268215086910451713, 1268215109274517511, 1268215112411820033, 1268215113091289089, 1268215137393168384, 1268215138596859912, 1268215138995310593, 1268215140740145154, 1268215151678959616, 1268215152819781632, 1268215167617306624, 1268215171220209664, 1268215183702470657, 1268215189444399105, 1268215202119667713, 1268215221979668481, 1268215228413759495, 1268215229697134592, 1268215233161592833, 1268215235351064578, 1268215241621594112, 1268215266380562432, 1268215267814973442, 1268215272646860800, 1268215275494703104, 1268215280804810754, 1268215295992369153, 1268215302267027473, 1268215310378811398, 1268215317345566720, 1268215335284551680, 1268215344373563400, 1268215345380306947, 1268215350816096256, 1268215353617854466, 1268215356239339523, 1268215358940471298, 1268215365772947457, 1268215367714975751, 1268215374333595648, 1268215375050784768, 1268215377378541569, 1268215383795863552, 1268215386350260224, 1268215394944376833, 1268215411985842176, 1268215421313957888, 1268215438074413056, 1268215453203214337, 1268215458223833088, 1268215466624983047, 1268215479375728640, 1268215486203953152, 1268215490360508420, 1268215495397969921, 1268215503501303808, 1268215512179396610, 1268215517350854657, 1268215519418683394, 1268215524527308801, 1268215526888783873, 1268215530374258689, 1268215533536714752, 1268215541220737024, 1268215546182537219, 1268215560636174337, 1268215561844072453, 1268215573298716676, 1268215585692925953, 1268215589971070976, 1268215590436712450, 1268215594584813568, 1268215596983910402, 1268215602499502080, 1268215604911263747, 1268215605624258567, 1268215606433787904, 1268215610422542338, 1268215623466864640, 1268215631515615233, 1268215634908852224, 1268215642559254528, 1268215645906370562, 1268215655452606464, 1268215672393347073, 1268215675543269377, 1268215679557214208, 1268215680945577994, 1268215682283573250, 1268215691540381696, 1268215705377189889, 1268215709370368000, 1268215723421306882, 1268215725912739840, 1268215729037488128, 1268215737753186311, 1268215742044024832, 1268215756824743941, 1268215761165844481, 1268215770644910080, 1268215773148954624, 1268215775480950784, 1268215775841714177, 1268215783102038017, 1268215789414486017, 1268215818271240195, 1268215823119921155, 1268215835304263691, 1268215840727543809, 1268215841323200514, 1268215847119720450, 1268215850718412805, 1268215876790222860, 1268215878203650048, 1268215885334011905]",179
52,2020-06-03 18:20:06,"[1268215903776395264, 1268215907416932352, 1268215912483696646, 1268215914438287360, 1268215927792959488, 1268215933983653891, 1268215945660686336, 1268215961640984591, 1268215982029488128, 1268216000178241537, 1268216008919126019, 1268216018989715458, 1268216032755429376, 1268216033220984833, 1268216045732495367, 1268216059087200258, 1268216062467866627, 1268216067299717120, 1268216089655365640, 1268216095523176455, 1268216108768735238, 1268216110454882304, 1268216118809944065, 1268216132382724097, 1268216144411885573, 1268216158471237634, 1268216159297572865, 1268216184866066435, 1268216211143299075, 1268216229141139459, 1268216231875706881, 1268216242197929986, 1268216242516537347, 1268216247835144195, 1268216260136857601, 1268216266520698881, 1268216272090730497, 1268216281259524098, 1268216288352055296, 1268216291934056448, 1268216292361854977, 1268216293154529286, 1268216302612746242, 1268216324498563072, 1268216335449968649, 1268216340965441536, 1268216343087718405, 1268216346527109122, 1268216349815422976, 1268216375010562053, 1268216377359380484, 1268216401732435969, 1268216423786131456, 1268216483001372674, 1268216483840176128, 1268216509610024960, 1268216530455724034, 1268216538802388993, 1268216549984395266, 1268216553474076672, 1268216565616513024, 1268216620012515330, 1268216633446801408, 1268216651553570816, 1268216655324352512, 1268216668393742337, 1268216671749144576, 1268216679902969863, 1268216702652813318, 1268216737398472704, 1268216749201264641, 1268216751164207105, 1268216753018081280, 1268216778997616640, 1268216785599373312, 1268216796022280194, 1268216814754037760, 1268216845179539457, 1268216863592497152, 1268216893938302977, 1268216905048915969, 1268216908870045698, 1268216912321884161, 1268216913093689345, 1268216921993994242, 1268216938834145281, 1268216979330158593, 1268216998292598784, 1268217023504551937, 1268217037446352896, 1268217046518677505, 1268217049454706689, 1268217054152318983, 1268217065615306759, 1268217074368856064, 1268217107046637570, 1268217121911255040, 1268217123228262402, 1268217125963026437, 1268217132153819139]",100
53,2020-06-03 18:25:06,"[1268217161643888651, 1268217164751872000, 1268217188810469376, 1268217259253735425, 1268217262491779076, 1268217271442444294, 1268217272302292992, 1268217293185732615, 1268217304585732105, 1268217304795529217, 1268217365034139648, 1268217374655885314, 1268217380410449921, 1268217397783166988, 1268217416921812993, 1268217432931479553, 1268217438686060545, 1268217441898958849, 1268217467081494530, 1268217490670321670, 1268217506562551817, 1268217519816486912, 1268217520605061123, 1268217527869595648, 1268217527936716801, 1268217534228189188, 1268217535666757633, 1268217538284052485, 1268217547725438981, 1268217599101468673, 1268217599382499330, 1268217634723713024, 1268217640885026816, 1268217677979488256, 1268217692877701120, 1268217693703979008, 1268217750167662593, 1268217751396585475, 1268217758325538816, 1268217758698913792, 1268217782379970567, 1268217825212145664, 1268217847869771780, 1268217853657956355, 1268217873958424576, 1268217883462639617, 1268217890131652608, 1268217890165198851, 1268217894976045058, 1268217905633792002, 1268217907676352512, 1268217909903589377, 1268217939817267201, 1268217948059115525, 1268217949686505475, 1268217956510707717, 1268217975393472512, 1268218008301944832, 1268218039763337218, 1268218045933268992, 1268218062886535172, 1268218063935213569, 1268218083023429635, 1268218087926632450, 1268218088144736256, 1268218089323343872, 1268218109820833792, 1268218120566706178, 1268218124765184000, 1268218127864737796, 1268218131031429123, 1268218133883617280, 1268218140158242821, 1268218152774754305, 1268218163642204160, 1268218165089251328, 1268218181941891073, 1268218199922835458, 1268218206017159169, 1268218220739203073, 1268218236283346960, 1268218256034324484, 1268218264200646656, 1268218265727361029, 1268218269611241472, 1268218277022642176, 1268218281099440128, 1268218298598141952, 1268218308920303620, 1268218310363054080, 1268218323537481729, 1268218325127041026, 1268218337106034689, 1268218349055627266, 1268218372124282881]",95
54,2020-06-03 18:30:06,"[1268218412880277508, 1268218422350970880, 1268218425387745287, 1268218432132169728, 1268218432526393345, 1268218465745276929, 1268218467456552960, 1268218470304546819, 1268218473425092609, 1268218487723438080, 1268218487736057858, 1268218501879169030, 1268218504903344130, 1268218509621891073, 1268218510783676419, 1268218547202854918, 1268218566152720385, 1268218577590550534, 1268218598142640134, 1268218603217784834, 1268218608330715136, 1268218611417714690, 1268218620380930049, 1268218631902674945, 1268218643814457345, 1268218644477198337, 1268218645303439360, 1268218649711706113, 1268218661300572165, 1268218665343778819, 1268218700366299136, 1268218703163928583, 1268218706473205760, 1268218753432653827, 1268218803160260608, 1268218808583499777, 1268218820491165699, 1268218834445533184, 1268218899952271361, 1268218906361159686, 1268218918872719361, 1268218932449759232, 1268218937570983938, 1268218946848804864, 1268218962006945792, 1268218964909404160, 1268218968021622785, 1268218979409166343, 1268218998367424516, 1268219007267737603, 1268219013672337409, 1268219020639195137, 1268219038624354304, 1268219077908144129, 1268219082094100480, 1268219082744225797, 1268219085655085057, 1268219120832651264, 1268219140168396800, 1268219144081678336, 1268219169448706049, 1268219201354948610, 1268219216064364545, 1268219243562237958, 1268219249316806658, 1268219250054963201, 1268219250621153280, 1268219257923547138, 1268219266744176646, 1268219268455374848, 1268219270175088643, 1268219273421434883, 1268219296733433857, 1268219296901148672, 1268219300550193154, 1268219347320872966, 1268219359375380481, 1268219374361509889, 1268219374428708870, 1268219380728545280, 1268219416254300162, 1268219439440367619, 1268219452556021766, 1268219476425814016, 1268219496386498560, 1268219498378735620, 1268219506217844736, 1268219515021791233, 1268219530943365130, 1268219534026170373, 1268219544860012549, 1268219552552402948, 1268219572685078528, 1268219586127843328, 1268219626867036160, 1268219653568020483, 1268219667149094916]",97
55,2020-06-03 18:35:06,"[1268219673872601088, 1268219695943090179, 1268219696404365312, 1268219699445338112, 1268219736300630025, 1268219744810938371, 1268219759910367232, 1268219763123240968, 1268219781800513539, 1268219808941776897, 1268219818659979264, 1268219833184894977, 1268219851992154112, 1268219855049838593, 1268219864549908481, 1268219865921400842, 1268219871868968960, 1268219877891780609, 1268219880236605441, 1268219907465973760, 1268219907990335488, 1268219910922080256, 1268219950914822144, 1268219957587959817, 1268219962851762176, 1268219970313478146, 1268219990748147712, 1268220015372894209, 1268220018095009793, 1268220029063094273, 1268220037569163265, 1268220043386597386, 1268220059937312774, 1268220070293102595, 1268220099040882690, 1268220129340514311, 1268220131798396930, 1268220140899966978, 1268220194272481282, 1268220230037356544, 1268220247456260096, 1268220251617067014, 1268220276493488131, 1268220287251894272, 1268220328997785601, 1268220330620981251, 1268220340511084545, 1268220349600186371, 1268220355338031105, 1268220356319424519, 1268220366834536448, 1268220377395859457, 1268220389173362693, 1268220392331714560, 1268220400158363648, 1268220417485012992, 1268220420127408133, 1268220423088615425, 1268220428700528642, 1268220433041698816, 1268220477203505154, 1268220477786513411, 1268220510325932034, 1268220518035054592, 1268220591590572033, 1268220643155283968, 1268220645797740544, 1268220649874558977, 1268220679293472769, 1268220705864388616, 1268220745970331649, 1268220777326874626, 1268220799183454210, 1268220847761895424, 1268220849846452224, 1268220877012951040, 1268220908759592962, 1268220910156292100, 1268220920071696388, 1268220920344326144]",80
56,2020-06-03 18:40:06,"[1268220927898198018, 1268220935640887301, 1268220946948726784, 1268220947179372544, 1268220966544519172, 1268220997104218112, 1268221017647992836, 1268221046664151041, 1268221052745908224, 1268221056533303296, 1268221065324625923, 1268221092340158464, 1268221102481956864, 1268221153455353856, 1268221156198436868, 1268221205309542404, 1268221219360382978, 1268221230106251265, 1268221243175710722, 1268221244731805699, 1268221245058842631, 1268221254630342657, 1268221273760575488, 1268221277677944834, 1268221279619948544, 1268221299375120388, 1268221309919600640, 1268221318211739648, 1268221320799682560, 1268221349220229120, 1268221363090751497, 1268221385849135111, 1268221425556566016, 1268221449984184320, 1268221455206146051, 1268221461497552896, 1268221466845290496, 1268221474378219525, 1268221475263262721, 1268221479172354049, 1268221490798964736, 1268221492510298114, 1268221540719570946, 1268221562068635648, 1268221632314773511, 1268221635674415107, 1268221645803728906, 1268221650895544320, 1268221651172425729, 1268221658353020929, 1268221681027481600, 1268221686035382272, 1268221701021749249, 1268221721099800580, 1268221739198287873, 1268221753769308164, 1268221797801041928, 1268221813282217985, 1268221819716341766, 1268221822983700480, 1268221825860984833, 1268221836506079233, 1268221844836036609, 1268221853320876035, 1268221902058917891, 1268221916382404608, 1268221918001401857, 1268221937014190080, 1268221938335350786, 1268221984313413646, 1268221995126267907, 1268221996363587584, 1268222037757169664, 1268222053108375557, 1268222093935685636, 1268222133022441479, 1268222163011715079]",77
